,id,title,rating,genre,year
146,tt6772802,Hillbilly Elegy,6.7,"Biography, Drama",2020
147,tt8332922,A Quiet Place Part II,7.2,"Drama, Horror, Sci-Fi",2020
148,tt1911644,The Call,6.7,"Drama, Horror, Thriller",2020
149,tt7939766,I'm Thinking of Ending Things,6.5,"Drama, Thriller",2020
150,tt1160419,Dune: Part One,8.0,"Action, Adventure, Drama",2021
151,tt7888964,Nobody,7.4,"Action, Crime, Drama",2021
152,tt10872600,Spider-Man: No Way Home,8.2,"Action, Adventure, Fantasy",2021
153,tt2382320,No Time to Die,7.3,"Action, Adventure, Thriller",2021
154,tt11083552,Wrath of Man,7.1,"Action, Crime, Thriller",2021
155,tt9032400,Eternals,6.2,"Action, Adventure, Fantasy",2021
156,tt6334354,The Suicide Squad,7.2,"Action, Adventure, Comedy",2021
157,tt3480822,Black Widow,6.6,"Action, Adventure, Sci-Fi",2021
158,tt9620288,King Richard,7.5,"Biography, Drama, Sport",2021
159,tt8385148,Hitman's Wife's Bodyguard,6.1,"Action, Comedy, Crime",2021
160,tt10370710,The Worst Person in the World,7.7,"Comedy, Drama, Romance",2021
161,tt11286314,Don't Look Up,7.2,"Comedy, Drama, Sci-Fi",2021
162,tt11235772,The Voyeurs,6.1,"Drama, Mystery, Romance",2021
163,tt7144666,The Black Phone,6.9,"Horror, Mystery, Thriller",2021
164,tt9777666,The Tomorrow War,6.6,"Action, Adventure, Drama",2021
165,tt10366460,CODA,8.0,"Comedy, Drama, Music",2021
166,tt6264654,Free Guy,7.1,"Action, Adventure, Comedy",2021
167,tt12361974,Zack Snyder's Justice League,7.9,"Action, Adventure, Fantasy",2021
168,tt9376612,Shang-Chi and the Legend of the Ten Rings,7.3,"Action, Adventure, Fantasy",2021
169,tt11271038,Licorice Pizza,7.1,"Comedy, Drama, Romance",2021
170,tt2953050,Encanto,7.2,"Animation, Comedy, Family",2021
171,tt9639470,Last Night in Soho,7.0,"Drama, Horror, Mystery",2021
172,tt6856242,The King's Man,6.3,"Action, Adventure, Thriller",2021
173,tt7991608,Red Notice,6.3,"Action, Comedy, Thriller",2021
174,tt9421570,The Guilty,6.3,"Crime, Drama, Thriller",2021
175,tt1745960,Top Gun: Maverick,8.2,"Action, Drama",2022
176,tt8760708,M3GAN,6.3,"Horror, Sci-Fi, Thriller",2022
177,tt12593682,Bullet Train,7.3,"Action, Comedy, Thriller",2022
178,tt10638522,Talk to Me,7.1,"Horror, Thriller",2022
179,tt15791034,Barbarian,7.0,"Horror, Mystery, Thriller",2022
180,tt1877830,The Batman,7.8,"Action, Crime, Drama",2022
181,tt13560574,X,6.5,"Horror, Mystery, Thriller",2022
182,tt9764362,The Menu,7.2,"Comedy, Horror, Thriller",2022
183,tt11866324,Prey,7.1,"Action, Adventure, Horror",2022
184,tt6710474,Everything Everywhere All at Once,7.8,"Action, Adventure, Comedy",2022
185,tt10640346,Babylon,7.1,"Comedy, Drama",2022
186,tt9114286,Black Panther: Wakanda Forever,6.6,"Action, Adventure, Drama",2022
187,tt11813216,The Banshees of Inisherin,7.7,"Comedy, Drama",2022
188,tt19770238,Aftersun,7.6,Drama,2022
189,tt18925334,Pearl,7.0,"Drama, Horror, Thriller",2022
190,tt11138512,The Northman,7.0,"Action, Adventure, Drama",2022
191,tt15325794,Fall,6.4,"Action, Thriller",2022
192,tt1649418,The Gray Man,6.5,"Action, Mystery, Thriller",2022
193,tt11564570,Glass Onion,7.1,"Comedy, Crime, Drama",2022
194,tt10731256,Don't Worry Darling,6.3,"Drama, Mystery, Thriller",2022
195,tt10954984,Nope,6.8,"Horror, Mystery, Sci-Fi",2022
196,tt1464335,Uncharted,6.3,"Action, Adventure",2022
197,tt1630029,Avatar: The Way of Water,7.5,"Action, Adventure, Fantasy",2022
198,tt15474916,Smile,6.5,"Horror, Mystery, Thriller",2022
199,tt10648342,Thor: Love and Thunder,6.2,"Action, Adventure, Comedy",2022
200,tt15398776,Oppenheimer,8.3,"Biography, Drama, History",2023
201,tt9603212,Mission: Impossible - Dead Reckoning Part One,7.6,"Action, Adventure, Thriller",2023
202,tt10366206,John Wick: Chapter 4,7.6,"Action, Crime, Thriller",2023
203,tt22375054,Strange Darling,7.1,"Horror, Thriller",2023
204,tt10545296,The Hunger Games: The Ballad of Songbirds & Snakes,6.7,"Action, Adventure, Drama",2023
205,tt15671028,No Hard Feelings,6.3,"Comedy, Romance",2023
206,tt26047818,Anyone But You,6.1,"Comedy, Romance",2023
207,tt5884796,Plane,6.5,"Action, Adventure, Thriller",2023
208,tt3107288,The Flash,7.5,"Action, Adventure, Drama",2023
209,tt1517268,Barbie,6.8,"Adventure, Comedy, Fantasy",2023
210,tt14230458,Poor Things,7.8,"Comedy, Drama, Romance",2023
211,tt9362722,Spider-Man: Across the Spider-Verse,8.5,"Animation, Action, Adventure",2023
212,tt5537002,Killers of the Flower Moon,7.6,"Crime, Drama, History",2023
213,tt20215968,Hit Man,6.8,"Comedy, Crime, Romance",2023
214,tt13238346,Past Lives,7.8,"Drama, Romance",2023
215,tt4495098,Gran Turismo,7.1,"Action, Adventure, Drama",2023
216,tt17351924,Saltburn,7.0,"Drama, Thriller",2023
217,tt6791350,Guardians of the Galaxy Vol. 3,7.9,"Action, Adventure, Comedy",2023
218,tt7160372,The Zone of Interest,7.3,"Drama, History, War",2023
219,tt23849204,12th Fail,8.7,"Biography, Drama",2023
220,tt11858890,The Creator,6.7,"Action, Adventure, Drama",2023
221,tt21064584,The Iron Claw,7.6,"Biography, Drama, Sport",2023
222,tt17009710,Anatomy of a Fall,7.6,"Crime, Drama, Thriller",2023
223,tt2906216,Dungeons & Dragons: Honor Among Thieves,7.2,"Action, Adventure, Comedy",2023
224,tt4873118,The Covenant,7.5,"Action, Drama, Thriller",2023
225,tt5040012,Nosferatu,7.3,"Fantasy, Horror, Mystery",2024
226,tt28015403,Heretic,7.0,"Horror, Thriller",2024
227,tt9218128,Gladiator II,6.5,"Action, Adventure, Drama",2024
228,tt28607951,Anora,7.5,"Comedy, Drama, Romance",2024
229,tt1262426,Wicked,7.4,"Fantasy, Musical, Romance",2024
230,tt27131358,We Live in Time,7.0,"Drama, Romance",2024
231,tt17526714,The Substance,7.2,"Drama, Horror, Sci-Fi",2024
232,tt8999762,The Brutalist,7.4,Drama,2024
233,tt11563598,A Complete Unknown,7.3,"Biography, Drama, Music",2024
234,tt15239678,Dune: Part Two,8.5,"Action, Adventure, Drama",2024
235,tt12584954,Twisters,6.5,"Action, Adventure, Thriller",2024
236,tt29623480,The Wild Robot,8.2,"Animation, Sci-Fi",2024
237,tt20215234,Conclave,7.4,"Drama, Thriller",2024
238,tt26625693,The Order,6.8,"Crime, Drama, Thriller",2024
239,tt1431045,Deadpool & Wolverine,8.0,"Action, Comedy, Sci-Fi",2024
240,tt5177120,The Ministry of Ungentlemanly Warfare,6.8,"Action, Comedy, War",2024
241,tt12037194,Furiosa: A Mad Max Saga,7.5,"Action, Adventure, Sci-Fi",2024
242,tt27534307,Speak No Evil,6.8,"Drama, Horror, Thriller",2024
243,tt15314262,The Beekeeper,6.3,"Action, Crime, Thriller",2024
244,tt14961016,I'm Still Here,8.6,"Biography, Drama, History",2024
245,tt18259086,Sonic the Hedgehog 3,6.9,"Action, Adventure, Comedy",2024
246,tt21382296,Carry-On,6.5,"Action, Crime, Thriller",2024
247,tt28249919,Presence,6.1,"Drama, Horror, Thriller",2024
248,tt17279496,Civil War,7.0,"Action, Thriller",2024
249,tt27403986,Juror #2,7.0,"Crime, Drama, Mystery",2024
